Item_Identifier,Item_Weight_Unique_Count,Item_Weight_Unique_Value,Item_FatContent_Unique_Count,Item_FatContent_Unique_Value,Item_Type_Unique_Count,Item_Type_Unique_Value
NCQ29,1,"[nan, 12.0]",1,['Low Fat'],1,['Health and Hygiene']
NCQ30,1,"[nan, 7.725]",2,"['Low Fat', 'LF']",1,['Household']
NCQ38,1,"[16.35, nan]",2,"['Low Fat', 'LF']",1,['Others']
NCQ41,1,"[nan, 14.8]",1,['Low Fat'],1,['Health and Hygiene']
NCQ42,1,"[nan, 20.35]",1,['Low Fat'],1,['Household']
NCQ43,1,"[17.75, nan]",2,"['Low Fat', 'LF']",1,['Others']
NCQ50,1,"[18.75, nan]",2,"['Low Fat', 'LF']",1,['Household']
NCQ53,1,"[17.6, nan]",2,"['Low Fat', 'low fat']",1,['Health and Hygiene']
NCQ54,1,"[17.7, nan]",1,['Low Fat'],1,['Household']
NCR05,1,"[10.1, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCR06,1,[12.5],1,['Low Fat'],1,['Household']
NCR17,1,"[9.8, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCR18,1,"[nan, 15.85]",1,['Low Fat'],1,['Household']
NCR29,1,"[nan, 7.565]",1,['Low Fat'],1,['Health and Hygiene']
NCR30,1,"[20.6, nan]",1,['Low Fat'],1,['Household']
NCR38,1,"[17.25, nan]",1,['Low Fat'],1,['Household']
NCR41,1,"[17.85, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCR42,1,[9.105],1,['Low Fat'],1,['Household']
NCR50,1,"[20.2, nan]",2,"['Low Fat', 'LF']",1,['Household']
NCR53,1,"[12.15, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCR54,1,"[16.35, nan]",2,"['Low Fat', 'low fat']",1,['Household']
NCS05,1,"[nan, 11.5]",2,"['Low Fat', 'low fat']",1,['Health and Hygiene']
NCS06,1,"[nan, 7.935]",1,['Low Fat'],1,['Household']
NCS17,1,"[nan, 18.6]",1,['Low Fat'],1,['Health and Hygiene']
NCS18,1,[12.65],1,['Low Fat'],1,['Household']
NCS29,1,"[9.0, nan, nan]",2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCS30,1,[5.945],2,"['Low Fat', 'LF']",1,['Household']
NCS38,1,"[8.6, nan]",1,['Low Fat'],1,['Household']
NCS41,1,"[12.85, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCS42,1,[8.6],2,"['Low Fat', 'low fat']",1,['Household']
NCS53,1,"[nan, 14.5]",1,['Low Fat'],1,['Health and Hygiene']
NCS54,1,"[13.6, nan]",2,"['Low Fat', 'LF']",1,['Household']
NCT05,1,[10.895],2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCT06,1,"[17.1, nan]",1,['Low Fat'],1,['Household']
NCT17,1,"[10.8, nan]",2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCT18,1,"[nan, 14.6]",1,['Low Fat'],1,['Household']
NCT29,1,"[12.6, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCT30,1,"[9.1, nan]",1,['Low Fat'],1,['Household']
NCT41,1,"[nan, 15.7]",2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCT42,1,"[nan, 5.88]",1,['Low Fat'],1,['Household']
NCT53,1,"[nan, 5.4, nan]",2,"['Low Fat', 'low fat']",1,['Health and Hygiene']
NCT54,1,[8.695],1,['Low Fat'],1,['Household']
NCU05,1,"[11.8, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCU06,1,"[17.6, nan]",1,['Low Fat'],1,['Household']
NCU17,1,"[nan, 5.32]",1,['Low Fat'],1,['Health and Hygiene']
NCU18,1,"[nan, 15.1]",1,['Low Fat'],1,['Household']
NCU29,1,"[nan, 7.685]",1,['Low Fat'],1,['Health and Hygiene']
NCU30,1,[5.11],1,['Low Fat'],1,['Household']
NCU41,1,[18.85],2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCU42,1,"[9.0, nan]",1,['Low Fat'],1,['Household']
NCU53,1,[5.485],2,"['Low Fat', 'low fat']",1,['Health and Hygiene']
NCU54,1,[8.88],2,"['Low Fat', 'LF']",1,['Household']
NCV05,1,"[10.1, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCV06,1,"[11.3, nan]",1,['Low Fat'],1,['Household']
NCV17,1,[18.85],1,['Low Fat'],1,['Health and Hygiene']
NCV18,1,[6.775],1,['Low Fat'],1,['Household']
NCV29,1,"[11.8, nan]",2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCV30,1,"[nan, 20.2]",1,['Low Fat'],1,['Household']
NCV41,1,"[14.35, nan]",2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCV42,1,[6.26],1,['Low Fat'],1,['Household']
NCV53,1,[8.27],1,['Low Fat'],1,['Health and Hygiene']
NCV54,1,"[11.1, nan]",1,['Low Fat'],1,['Household']
NCW05,1,[20.25],1,['Low Fat'],1,['Health and Hygiene']
NCW06,1,[16.2],1,['Low Fat'],1,['Household']
NCW17,1,"[nan, 18.0]",1,['Low Fat'],1,['Health and Hygiene']
NCW18,1,"[nan, 15.1]",1,['Low Fat'],1,['Household']
NCW29,1,"[14.0, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCW30,1,[5.21],1,['Low Fat'],1,['Household']
NCW41,1,"[18.0, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCW42,1,"[nan, 18.2]",2,"['Low Fat', 'LF']",1,['Household']
NCW53,1,"[nan, 18.35]",1,['Low Fat'],1,['Health and Hygiene']
NCW54,1,[7.5],2,"['Low Fat', 'low fat']",1,['Household']
NCX05,1,"[nan, 15.2]",2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCX06,1,"[17.6, nan, nan]",2,"['Low Fat', 'LF']",1,['Household']
NCX17,1,[21.25],1,['Low Fat'],1,['Health and Hygiene']
NCX18,1,"[nan, 14.15]",1,['Low Fat'],1,['Household']
NCX29,1,"[10.0, nan]",2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCX30,1,"[16.7, nan, nan]",2,"['Low Fat', 'LF']",1,['Household']
NCX41,1,"[nan, 19.0]",1,['Low Fat'],1,['Health and Hygiene']
NCX42,1,"[nan, 6.36]",1,['Low Fat'],1,['Household']
NCX53,1,[20.1],2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCX54,1,"[9.195, nan]",2,"['Low Fat', 'low fat']",1,['Household']
NCY05,1,"[13.5, nan]",2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCY06,1,"[nan, 15.25]",2,"['Low Fat', 'LF']",1,['Household']
NCY17,1,[18.2],1,['Low Fat'],1,['Health and Hygiene']
NCY18,1,"[nan, 7.285]",1,['Low Fat'],1,['Household']
NCY29,1,"[nan, 13.65]",2,"['Low Fat', 'low fat']",1,['Health and Hygiene']
NCY30,1,[20.25],2,"['Low Fat', 'LF']",1,['Household']
NCY41,1,"[16.75, nan]",3,"['Low Fat', 'LF', 'low fat']",1,['Health and Hygiene']
NCY42,1,[6.38],1,['Low Fat'],1,['Household']
NCY53,1,"[nan, 20.0]",1,['Low Fat'],1,['Health and Hygiene']
NCY54,1,"[8.43, nan]",1,['Low Fat'],1,['Household']
NCZ05,1,"[8.485, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCZ06,1,"[19.6, nan]",1,['Low Fat'],1,['Household']
NCZ17,1,"[12.15, nan]",2,"['Low Fat', 'LF']",1,['Health and Hygiene']
NCZ18,1,"[nan, 7.825]",2,"['Low Fat', 'low fat']",1,['Household']
NCZ29,1,[15.0],1,['Low Fat'],1,['Health and Hygiene']
NCZ30,1,"[6.59, nan]",2,"['Low Fat', 'LF']",1,['Household']
NCZ41,1,[19.85],1,['Low Fat'],1,['Health and Hygiene']
NCZ42,1,[10.5],2,"['Low Fat', 'LF']",1,['Household']
NCZ53,1,"[9.6, nan]",1,['Low Fat'],1,['Health and Hygiene']
NCZ54,1,"[nan, 14.65]",1,['Low Fat'],1,['Household']
